name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,Country
Dar al Gani 733,6280,Valid,H5,185.0,Found,01/01/1999 12:00:00 AM,27.25,16.35,"27.25, 16.35",Libya / ليبيا
Dar al Gani 734,6281,Valid,EL4,1378.0,Found,01/01/1997 12:00:00 AM,27.131829999999997,16.05,"27.13183, 16.05",Libya / ليبيا
Dar al Gani 735,6282,Valid,Martian (shergottite),588.0,Found,01/01/1997 12:00:00 AM,27.16667,16.16667,"27.16667, 16.16667",Libya / ليبيا
Dar al Gani 736,6283,Valid,L3,243.0,Found,01/01/1999 12:00:00 AM,27.138170000000002,16.03717,"27.13817, 16.03717",Libya / ليبيا
Dar al Gani 737,6284,Valid,L3,1053.0,Found,01/01/1998 12:00:00 AM,27.1895,16.0645,"27.1895, 16.0645",Libya / ليبيا
Dar al Gani 738,6285,Valid,H6,257.0,Found,01/01/1998 12:00:00 AM,27.108829999999998,16.059829999999998,"27.10883, 16.05983",Libya / ليبيا
Dar al Gani 739,6286,Valid,H5,390.0,Found,01/01/1998 12:00:00 AM,27.19667,16.0885,"27.19667, 16.0885",Libya / ليبيا
Dar al Gani 740,6287,Valid,H5,320.0,Found,01/01/1998 12:00:00 AM,27.154329999999998,16.033170000000002,"27.15433, 16.03317",Libya / ليبيا
Dar al Gani 741,6288,Valid,H4,20500.0,Found,01/01/1998 12:00:00 AM,27.081670000000003,16.28333,"27.08167, 16.28333",Libya / ليبيا
Dar al Gani 742,6289,Valid,H5,2222.0,Found,01/01/1998 12:00:00 AM,27.133329999999997,16.05,"27.13333, 16.05",Libya / ليبيا
Dar al Gani 743,6290,Valid,H6,980.0,Found,01/01/1998 12:00:00 AM,27.12067,16.084,"27.12067, 16.084",Libya / ليبيا
Dar al Gani 744,6291,Valid,LL6,390.0,Found,01/01/1998 12:00:00 AM,27.12833,16.050829999999998,"27.12833, 16.05083",Libya / ليبيا
Dar al Gani 745,6292,Valid,LL6,866.0,Found,01/01/1998 12:00:00 AM,27.305,16.20167,"27.305, 16.20167",Libya / ليبيا
Dar al Gani 746,6293,Valid,H5,2300.0,Found,01/01/1998 12:00:00 AM,27.15217,16.103170000000002,"27.15217, 16.10317",Libya / ليبيا
Dar al Gani 747,6294,Valid,H6,179.0,Found,01/01/1999 12:00:00 AM,27.13433,16.11017,"27.13433, 16.11017",Libya / ليبيا
Dar al Gani 748,6295,Valid,H5,265.0,Found,01/01/1998 12:00:00 AM,27.27867,16.2165,"27.27867, 16.2165",Libya / ليبيا
Dar al Gani 749,6296,Valid,CO3,95000.0,Found,01/01/1999 12:00:00 AM,27.30167,15.7645,"27.30167, 15.7645",Libya / ليبيا
Dar al Gani 750,6297,Valid,L3,44.3,Found,01/01/1999 12:00:00 AM,28.248829999999998,15.518329999999999,"28.24883, 15.51833",Libya / ليبيا
Dar al Gani 751,6298,Valid,L6,315.0,Found,01/01/1999 12:00:00 AM,27.87033,15.871670000000002,"27.87033, 15.87167",Libya / ليبيا
Dar al Gani 752,6299,Valid,L6,124.0,Found,01/01/1999 12:00:00 AM,27.863670000000003,15.866670000000001,"27.86367, 15.86667",Libya / ليبيا
Dar al Gani 753,6300,Valid,L6,484.0,Found,01/01/1999 12:00:00 AM,27.85117,15.875670000000001,"27.85117, 15.87567",Libya / ليبيا
Dar al Gani 754,6301,Valid,L6,454.0,Found,01/01/1999 12:00:00 AM,27.849829999999997,15.884,"27.84983, 15.884",Libya / ليبيا
Dar al Gani 755,6302,Valid,L6,200.0,Found,01/01/1999 12:00:00 AM,27.85,15.884,"27.85, 15.884",Libya / ليبيا
Dar al Gani 756,6303,Valid,L6,454.0,Found,01/01/1999 12:00:00 AM,27.8425,15.884329999999999,"27.8425, 15.88433",Libya / ليبيا
Dar al Gani 757,6304,Valid,L6,505.0,Found,01/01/1999 12:00:00 AM,27.8325,15.885329999999998,"27.8325, 15.88533",Libya / ليبيا
Dar al Gani 758,6305,Valid,L6,2223.0,Found,01/01/1999 12:00:00 AM,27.767670000000003,15.94067,"27.76767, 15.94067",Libya / ليبيا
Dar al Gani 759,6306,Valid,H5,90.5,Found,01/01/1999 12:00:00 AM,27.71433,15.868670000000002,"27.71433, 15.86867",Libya / ليبيا
Dar al Gani 760,6307,Valid,L6,316.0,Found,01/01/1999 12:00:00 AM,26.958,16.335,"26.958, 16.335",Libya / ليبيا
Dar al Gani 761,6308,Valid,L6,158.0,Found,01/01/1999 12:00:00 AM,26.97083,16.38567,"26.97083, 16.38567",Libya / ليبيا
Dar al Gani 762,6309,Valid,L6,346.0,Found,01/01/1999 12:00:00 AM,26.97383,16.37517,"26.97383, 16.37517",Libya / ليبيا
Dar al Gani 763,6310,Valid,L5,3906.0,Found,01/01/1999 12:00:00 AM,27.0155,16.534,"27.0155, 16.534",Libya / ليبيا
Dar al Gani 764,6311,Valid,L6,122.0,Found,01/01/1999 12:00:00 AM,26.90617,16.67183,"26.90617, 16.67183",Libya / ليبيا
Dar al Gani 765,6312,Valid,LL6,194.0,Found,01/01/1999 12:00:00 AM,26.941670000000002,16.566,"26.94167, 16.566",Libya / ليبيا
Dar al Gani 766,6313,Valid,H4,1806.0,Found,01/01/1999 12:00:00 AM,26.9705,16.53717,"26.9705, 16.53717",Libya / ليبيا
Dar al Gani 767,6314,Valid,L6,35.8,Found,01/01/1999 12:00:00 AM,27.121,16.51633,"27.121, 16.51633",Libya / ليبيا
Dar al Gani 768,6315,Valid,Eucrite,77.9,Found,01/01/1999 12:00:00 AM,26.9835,16.468329999999998,"26.9835, 16.46833",Libya / ليبيا
Dar al Gani 769,6316,Valid,L5,22.3,Found,01/01/1999 12:00:00 AM,26.915329999999997,16.5375,"26.91533, 16.5375",Libya / ليبيا
Dar al Gani 770,6317,Valid,L6,84.6,Found,01/01/1999 12:00:00 AM,26.89583,16.572329999999997,"26.89583, 16.57233",Libya / ليبيا
Dar al Gani 771,6318,Valid,H5,60.8,Found,01/01/1999 12:00:00 AM,26.91917,16.522170000000003,"26.91917, 16.52217",Libya / ليبيا
Dar al Gani 772,6319,Valid,LL3,8.7,Found,01/01/1999 12:00:00 AM,26.932170000000003,16.494329999999998,"26.93217, 16.49433",Libya / ليبيا
Dar al Gani 773,6320,Valid,LL3,88.5,Found,01/01/1999 12:00:00 AM,26.96183,16.45017,"26.96183, 16.45017",Libya / ليبيا
Dar al Gani 774,6321,Valid,H5,24.9,Found,01/01/1999 12:00:00 AM,26.94833,16.478,"26.94833, 16.478",Libya / ليبيا
Dar al Gani 775,6322,Valid,H5,596.0,Found,01/01/1999 12:00:00 AM,26.9675,16.44967,"26.9675, 16.44967",Libya / ليبيا
Dar al Gani 776,6323,Valid,H5,49.4,Found,01/01/1999 12:00:00 AM,26.98367,16.44533,"26.98367, 16.44533",Libya / ليبيا
Dar al Gani 777,6324,Valid,L6,124.0,Found,01/01/1999 12:00:00 AM,26.98467,16.44483,"26.98467, 16.44483",Libya / ليبيا
Dar al Gani 778,6325,Valid,L3/4,28.9,Found,01/01/1999 12:00:00 AM,26.991,16.444329999999997,"26.991, 16.44433",Libya / ليبيا
Dar al Gani 779,6326,Valid,Howardite,18800.0,Found,01/01/1999 12:00:00 AM,26.99233,16.4375,"26.99233, 16.4375",Libya / ليبيا
Dar al Gani 780,6327,Valid,H5,56.7,Found,01/01/2000 12:00:00 AM,26.987170000000003,16.437170000000002,"26.98717, 16.43717",Libya / ليبيا
Dar al Gani 781,6328,Valid,L6,13.7,Found,01/01/2000 12:00:00 AM,27.016170000000002,16.468,"27.01617, 16.468",Libya / ليبيا
Dar al Gani 782,6329,Valid,H5,89.9,Found,01/01/2000 12:00:00 AM,26.9705,16.469,"26.9705, 16.469",Libya / ليبيا
Dar al Gani 783,6330,Valid,H5,84.0,Found,01/01/2000 12:00:00 AM,26.476670000000002,16.460829999999998,"26.47667, 16.46083",Libya / ليبيا
Dar al Gani 784,6331,Valid,H5,50.7,Found,01/01/2000 12:00:00 AM,26.98333,16.44,"26.98333, 16.44",Libya / ليبيا
Dar al Gani 785,6332,Valid,LL3,278.0,Found,01/01/2000 12:00:00 AM,26.998829999999998,16.442829999999997,"26.99883, 16.44283",Libya / ليبيا
Dar al Gani 786,6333,Valid,L6,243.0,Found,01/01/2000 12:00:00 AM,27.018829999999998,16.434,"27.01883, 16.434",Libya / ليبيا
Dar al Gani 787,6334,Valid,Ureilite,32.1,Found,01/01/2000 12:00:00 AM,27.0415,16.40083,"27.0415, 16.40083",Libya / ليبيا
Dar al Gani 788,6335,Valid,H5,36.8,Found,01/01/2000 12:00:00 AM,26.97017,16.46967,"26.97017, 16.46967",Libya / ليبيا
Dar al Gani 789,6336,Valid,L6,52.7,Found,01/01/2000 12:00:00 AM,26.990170000000003,16.4475,"26.99017, 16.4475",Libya / ليبيا
Dar al Gani 790,6337,Valid,L6,241.0,Found,01/01/2000 12:00:00 AM,26.99933,16.431,"26.99933, 16.431",Libya / ليبيا
Dar al Gani 791,6338,Valid,H4,148.0,Found,01/01/2000 12:00:00 AM,27.27767,16.237170000000003,"27.27767, 16.23717",Libya / ليبيا
Dar al Gani 792,6339,Valid,LL3,202.0,Found,01/01/2000 12:00:00 AM,26.913829999999997,16.465,"26.91383, 16.465",Libya / ليبيا
Dar al Gani 793,6340,Valid,LL6,109.0,Found,01/01/2000 12:00:00 AM,27.46367,16.1465,"27.46367, 16.1465",Libya / ليبيا
Dar al Gani 794,6341,Valid,H5,166.0,Found,01/01/2000 12:00:00 AM,26.99333,16.4505,"26.99333, 16.4505",Libya / ليبيا
Dar al Gani 795,6342,Valid,H5,27.8,Found,01/01/2000 12:00:00 AM,26.987170000000003,16.43733,"26.98717, 16.43733",Libya / ليبيا
Dar al Gani 796,6343,Valid,L6,41.4,Found,01/01/2000 12:00:00 AM,27.3695,16.240170000000003,"27.3695, 16.24017",Libya / ليبيا
Dar al Gani 797,6344,Valid,H5,56.7,Found,01/01/2000 12:00:00 AM,27.000329999999998,16.446170000000002,"27.00033, 16.44617",Libya / ليبيا
Dar al Gani 798,6345,Valid,H5,76.4,Found,01/01/2000 12:00:00 AM,26.9945,16.452,"26.9945, 16.452",Libya / ليبيا
Dar al Gani 799,6346,Valid,H6,107.0,Found,01/01/2000 12:00:00 AM,27.03283,16.48967,"27.03283, 16.48967",Libya / ليبيا
Dar al Gani 800,6347,Valid,H6,96.4,Found,01/01/2000 12:00:00 AM,27.00883,16.46,"27.00883, 16.46",Libya / ليبيا
Dar al Gani 801,6348,Valid,Ureilite,25.2,Found,01/01/2000 12:00:00 AM,27.04683,16.40883,"27.04683, 16.40883",Libya / ليبيا
Dar al Gani 802,6349,Valid,H6,230.0,Found,01/01/2000 12:00:00 AM,27.0055,16.47283,"27.0055, 16.47283",Libya / ليبيا
Dar al Gani 803,6350,Valid,L6,37.0,Found,01/01/2000 12:00:00 AM,27.0145,16.38867,"27.0145, 16.38867",Libya / ليبيا
Dar al Gani 804,6351,Valid,H5,10.5,Found,01/01/2000 12:00:00 AM,26.987170000000003,16.437,"26.98717, 16.437",Libya / ليبيا
Dar al Gani 805,6352,Valid,L6,51.9,Found,01/01/2000 12:00:00 AM,27.54083,16.15783,"27.54083, 16.15783",Libya / ليبيا
Dar al Gani 806,6353,Valid,H5,48.4,Found,01/01/2000 12:00:00 AM,26.966,16.50283,"26.966, 16.50283",Libya / ليبيا
Dar al Gani 807,6354,Valid,H5,187.0,Found,01/01/2000 12:00:00 AM,27.057,16.445,"27.057, 16.445",Libya / ليبيا
Dar al Gani 808,6355,Valid,L6,69.0,Found,01/01/2000 12:00:00 AM,26.986829999999998,16.440170000000002,"26.98683, 16.44017",Libya / ليبيا
Dar al Gani 809,6356,Valid,L6,97.8,Found,01/01/2000 12:00:00 AM,26.998170000000002,16.43967,"26.99817, 16.43967",Libya / ليبيا
Dar al Gani 810,6357,Valid,L6,64.0,Found,01/01/2000 12:00:00 AM,26.974829999999997,16.39017,"26.97483, 16.39017",Libya / ليبيا
Dar al Gani 811,6358,Valid,H5,60.0,Found,01/01/2000 12:00:00 AM,26.99417,16.451829999999998,"26.99417, 16.45183",Libya / ليبيا
Dar al Gani 812,6359,Valid,H5,2022.0,Found,01/01/2000 12:00:00 AM,26.95867,16.4555,"26.95867, 16.4555",Libya / ليبيا
Dar al Gani 813,6360,Valid,H5,37.8,Found,01/01/2000 12:00:00 AM,26.994,16.452170000000002,"26.994, 16.45217",Libya / ليبيا
Dar al Gani 814,6361,Valid,L4,102.0,Found,01/01/2000 12:00:00 AM,26.99,16.39783,"26.99, 16.39783",Libya / ليبيا
Dar al Gani 815,6362,Valid,H5,214.0,Found,01/01/2000 12:00:00 AM,26.98333,16.46167,"26.98333, 16.46167",Libya / ليبيا
Dar al Gani 816,6363,Valid,H5,71.2,Found,01/01/2000 12:00:00 AM,26.9945,16.453670000000002,"26.9945, 16.45367",Libya / ليبيا
Dar al Gani 817,6364,Valid,H6,196.0,Found,01/01/2000 12:00:00 AM,27.41317,16.2795,"27.41317, 16.2795",Libya / ليبيا
Dar al Gani 818,6365,Valid,H4/5,110.0,Found,01/01/2000 12:00:00 AM,26.97583,16.467,"26.97583, 16.467",Libya / ليبيا
Dar al Gani 819,6366,Valid,L4/5,688.0,Found,01/01/2000 12:00:00 AM,26.99533,16.44683,"26.99533, 16.44683",Libya / ليبيا
Dar al Gani 820,6367,Valid,L6,560.0,Found,01/01/2000 12:00:00 AM,27.77117,15.932329999999999,"27.77117, 15.93233",Libya / ليبيا
Dar al Gani 822,6369,Valid,H5,44.2,Found,01/01/2000 12:00:00 AM,26.976329999999997,16.4675,"26.97633, 16.4675",Libya / ليبيا
Dar al Gani 823,6370,Valid,L6,47.3,Found,01/01/2000 12:00:00 AM,26.98183,16.43117,"26.98183, 16.43117",Libya / ليبيا
Dar al Gani 824,6371,Valid,H5,112.0,Found,01/01/2000 12:00:00 AM,26.99517,16.452170000000002,"26.99517, 16.45217",Libya / ليبيا
Dar al Gani 825,6372,Valid,H5,6.0,Found,01/01/2000 12:00:00 AM,26.986829999999998,16.437170000000002,"26.98683, 16.43717",Libya / ليبيا
Dar al Gani 826,6373,Valid,L5/6,23.0,Found,01/01/2000 12:00:00 AM,27.056829999999998,16.3975,"27.05683, 16.3975",Libya / ليبيا
Dar al Gani 827,6374,Valid,H5,107.0,Found,01/01/2000 12:00:00 AM,26.987,16.437,"26.987, 16.437",Libya / ليبيا
Dar al Gani 828,6375,Valid,L6,7.4,Found,01/01/2000 12:00:00 AM,26.972,16.468,"26.972, 16.468",Libya / ليبيا
Dar al Gani 829,6376,Valid,H5/6,23.7,Found,01/01/2000 12:00:00 AM,27.479,16.139329999999998,"27.479, 16.13933",Libya / ليبيا
Dar al Gani 830,6377,Valid,Ureilite,53.1,Found,01/01/2000 12:00:00 AM,27.04833,16.38433,"27.04833, 16.38433",Libya / ليبيا
Dar al Gani 831,6378,Valid,H5,54.5,Found,01/01/2000 12:00:00 AM,26.965329999999998,16.46867,"26.96533, 16.46867",Libya / ليبيا
Dar al Gani 832,6379,Valid,L4/5,166.0,Found,01/01/2000 12:00:00 AM,27.447,16.14817,"27.447, 16.14817",Libya / ليبيا
Dar al Gani 833,6380,Valid,H5,9.0,Found,01/01/2000 12:00:00 AM,26.9865,16.4375,"26.9865, 16.4375",Libya / ليبيا
Dar al Gani 835,6382,Valid,H5,68.8,Found,01/01/2000 12:00:00 AM,26.97033,16.45717,"26.97033, 16.45717",Libya / ليبيا
Dar al Gani 836,6383,Valid,L6,35.1,Found,01/01/2000 12:00:00 AM,26.988670000000003,16.437170000000002,"26.98867, 16.43717",Libya / ليبيا
Dar al Gani 837,6384,Valid,L6,113.0,Found,01/01/2000 12:00:00 AM,27.2735,16.240170000000003,"27.2735, 16.24017",Libya / ليبيا
Dar al Gani 839,6386,Valid,H5,12.6,Found,01/01/2000 12:00:00 AM,26.9915,16.45617,"26.9915, 16.45617",Libya / ليبيا
Dar al Gani 840,6387,Valid,L6,63.7,Found,01/01/1999 12:00:00 AM,26.98483,16.44083,"26.98483, 16.44083",Libya / ليبيا
Dar al Gani 841,6388,Valid,L4,405.0,Found,01/01/1998 12:00:00 AM,27.026670000000003,16.26417,"27.02667, 16.26417",Libya / ليبيا
Dar al Gani 842,6389,Valid,L6,347.0,Found,01/01/1998 12:00:00 AM,26.8965,16.578329999999998,"26.8965, 16.57833",Libya / ليبيا
Dar al Gani 843,6390,Valid,H5,105.0,Found,01/01/1998 12:00:00 AM,27.035,16.1615,"27.035, 16.1615",Libya / ليبيا
Dar al Gani 844,6391,Valid,Eucrite,143.0,Found,01/01/1999 12:00:00 AM,27.396,16.1905,"27.396, 16.1905",Libya / ليبيا
Dar al Gani 845,6392,Valid,CO3,21.0,Found,01/01/1999 12:00:00 AM,27.08083,16.05633,"27.08083, 16.05633",Libya / ليبيا
Dar al Gani 846,6393,Valid,CO3,94.0,Found,01/01/1999 12:00:00 AM,27.069670000000002,16.0965,"27.06967, 16.0965",Libya / ليبيا
Dar al Gani 847,6394,Valid,CO3,164.0,Found,01/01/1999 12:00:00 AM,27.0655,16.079829999999998,"27.0655, 16.07983",Libya / ليبيا
Dar al Gani 848,6395,Valid,CO3,59.0,Found,01/01/1999 12:00:00 AM,27.083,16.0535,"27.083, 16.0535",Libya / ليبيا
Dar al Gani 849,6396,Valid,L5,933.0,Found,01/01/1998 12:00:00 AM,26.883329999999997,16.68817,"26.88333, 16.68817",Libya / ليبيا
Dar al Gani 850,6397,Valid,L5,55.0,Found,01/01/1998 12:00:00 AM,27.340329999999998,16.28567,"27.34033, 16.28567",Libya / ليبيا
Dar al Gani 851,6398,Valid,L5,1395.0,Found,01/01/1999 12:00:00 AM,27.202170000000002,15.893,"27.20217, 15.893",Libya / ليبيا
Dar al Gani 852,6399,Valid,CO3,481.0,Found,01/01/1999 12:00:00 AM,27.19833,15.90117,"27.19833, 15.90117",Libya / ليبيا
Dar al Gani 853,6400,Valid,CO3,2655.0,Found,01/01/1999 12:00:00 AM,27.197,15.9045,"27.197, 15.9045",Libya / ليبيا
Dar al Gani 854,6401,Valid,CO3,490.0,Found,01/01/1999 12:00:00 AM,27.173170000000002,15.93733,"27.17317, 15.93733",Libya / ليبيا
Dar al Gani 855,6402,Valid,L5,406.0,Found,01/01/1998 12:00:00 AM,26.889670000000002,16.5715,"26.88967, 16.5715",Libya / ليبيا
Dar al Gani 856,6403,Valid,H6,148.0,Found,01/01/1998 12:00:00 AM,27.057,16.09583,"27.057, 16.09583",Libya / ليبيا
Dar al Gani 857,6404,Valid,Ureilite,72.0,Found,01/01/1999 12:00:00 AM,27.0415,16.3725,"27.0415, 16.3725",Libya / ليبيا
Dar al Gani 858,6405,Valid,CO3,3810.0,Found,01/01/1999 12:00:00 AM,27.20233,15.895829999999998,"27.20233, 15.89583",Libya / ليبيا
Dar al Gani 859,6406,Valid,L6,2517.0,Found,01/01/1998 12:00:00 AM,26.98067,16.34633,"26.98067, 16.34633",Libya / ليبيا
Dar al Gani 860,6407,Valid,LL4,149.0,Found,01/01/1999 12:00:00 AM,26.87267,16.703670000000002,"26.87267, 16.70367",Libya / ليبيا
Dar al Gani 861,6408,Valid,H5,495.0,Found,01/01/1998 12:00:00 AM,26.8715,16.63417,"26.8715, 16.63417",Libya / ليبيا
Dar al Gani 862,6409,Valid,H3,294.0,Found,01/01/1999 12:00:00 AM,27.152,16.316,"27.152, 16.316",Libya / ليبيا
Dar al Gani 863,6410,Valid,Eucrite-pmict,361.0,Found,01/01/1999 12:00:00 AM,26.9195,16.674,"26.9195, 16.674",Libya / ليبيا
Dar al Gani 864,6411,Valid,H4/5,382.0,Found,01/01/1999 12:00:00 AM,26.95,16.35,"26.95, 16.35",Libya / ليبيا
Dar al Gani 866,6413,Valid,L5,261.0,Found,01/01/1999 12:00:00 AM,27.25,16.133329999999997,"27.25, 16.13333",Libya / ليبيا
Dar al Gani 867,6414,Valid,L6,68.0,Found,01/01/1999 12:00:00 AM,27.366670000000003,16.183329999999998,"27.36667, 16.18333",Libya / ليبيا
Dar al Gani 868,6415,Valid,Ureilite,40.0,Found,01/01/2000 12:00:00 AM,28.0,16.0,"28.0, 16.0",Libya / ليبيا
Dar al Gani 869,6416,Valid,H4/5,836.0,Found,01/01/1998 12:00:00 AM,27.09317,16.049329999999998,"27.09317, 16.04933",Libya / ليبيا
Dar al Gani 870,6417,Valid,H3/4,262.0,Found,01/01/2000 12:00:00 AM,26.911,16.45683,"26.911, 16.45683",Libya / ليبيا
Dar al Gani 871,6418,Valid,L6,166.0,Found,01/01/1998 12:00:00 AM,27.01267,16.277829999999998,"27.01267, 16.27783",Libya / ليبيا
Dar al Gani 872,6419,Valid,Eucrite-mmict,885.0,Found,01/01/2001 12:00:00 AM,27.219170000000002,16.226329999999997,"27.21917, 16.22633",Libya / ليبيا
Dar al Gani 873,6420,Valid,L6,136.0,Found,01/01/1999 12:00:00 AM,27.364829999999998,16.17367,"27.36483, 16.17367",Libya / ليبيا
Dar al Gani 874,6421,Valid,Ureilite,64.6,Found,01/01/2000 12:00:00 AM,27.041829999999997,16.405,"27.04183, 16.405",Libya / ليبيا
Dar al Gani 875,6422,Valid,H5,585.0,Found,01/01/1998 12:00:00 AM,26.9195,16.68,"26.9195, 16.68",Libya / ليبيا
Dar al Gani 876,6423,Valid,Martian (shergottite),6.2,Found,01/01/1998 12:00:00 AM,27.5,16.5,"27.5, 16.5",Libya / ليبيا
Dar al Gani 877,6424,Valid,H5,211.0,Found,01/01/2000 12:00:00 AM,27.08333,16.116670000000003,"27.08333, 16.11667",Libya / ليبيا
Dar al Gani 879,6426,Valid,Ureilite,26.0,Found,01/01/2000 12:00:00 AM,27.133329999999997,16.46667,"27.13333, 16.46667",Libya / ليبيا
Dar al Gani 881,6428,Valid,Howardite,86.0,Found,01/01/2000 12:00:00 AM,27.433329999999998,16.2,"27.43333, 16.2",Libya / ليبيا
Dar al Gani 882,6429,Valid,LL5-6,42.0,Found,01/01/2000 12:00:00 AM,27.23333,16.1,"27.23333, 16.1",Libya / ليبيا
Dar al Gani 884,6431,Valid,H4,100.0,Found,01/01/2000 12:00:00 AM,27.1,16.1,"27.1, 16.1",Libya / ليبيا
Dar al Gani 885,6432,Valid,H6,102.0,Found,01/01/2000 12:00:00 AM,26.1,16.066670000000002,"26.1, 16.06667",Libya / ليبيا
Dar al Gani 886,6433,Valid,H5,74.0,Found,01/01/2000 12:00:00 AM,26.1,16.08333,"26.1, 16.08333",Libya / ليبيا
Dar al Gani 887,6434,Valid,H5/6,156.0,Found,01/01/2000 12:00:00 AM,27.15,16.1,"27.15, 16.1",Libya / ليبيا
Dar al Gani 889,6436,Valid,H6,58.0,Found,01/01/2000 12:00:00 AM,27.183329999999998,16.116670000000003,"27.18333, 16.11667",Libya / ليبيا
Dar al Gani 890,6437,Valid,H5,68.0,Found,01/01/2000 12:00:00 AM,27.183329999999998,16.133329999999997,"27.18333, 16.13333",Libya / ليبيا
Dar al Gani 891,6438,Valid,L5,58.0,Found,01/01/2000 12:00:00 AM,27.25,16.183329999999998,"27.25, 16.18333",Libya / ليبيا
Dar al Gani 892,6439,Valid,H6,48.0,Found,01/01/2000 12:00:00 AM,27.116670000000003,16.1,"27.11667, 16.1",Libya / ليبيا
Dar al Gani 893,6440,Valid,H6,132.0,Found,01/01/2000 12:00:00 AM,27.116670000000003,16.066670000000002,"27.11667, 16.06667",Libya / ليبيا
Dar al Gani 895,6442,Valid,H4,286.0,Found,01/01/2000 12:00:00 AM,27.133329999999997,16.116670000000003,"27.13333, 16.11667",Libya / ليبيا
Dar al Gani 896,6443,Valid,H-imp melt,22.6,Found,01/01/2000 12:00:00 AM,27.75,16.883329999999997,"27.75, 16.88333",Libya / ليبيا
Dar al Gani 897,6444,Valid,Ureilite,73.0,Found,01/01/2000 12:00:00 AM,27.66667,16.35,"27.66667, 16.35",Libya / ليبيا
Dar al Gani 898,6445,Valid,H4,828.0,Found,01/01/2001 12:00:00 AM,27.0345,16.14283,"27.0345, 16.14283",Libya / ليبيا
Dar al Gani 899,6446,Valid,L4,263.0,Found,01/01/1998 12:00:00 AM,27.83267,15.9105,"27.83267, 15.9105",Libya / ليبيا
Dar al Gani 900,6447,Valid,LL6,8.0,Found,01/01/1998 12:00:00 AM,27.08333,16.05,"27.08333, 16.05",Libya / ليبيا
Dar al Gani 901,6448,Valid,H4,9000.0,Found,01/01/1998 12:00:00 AM,27.88083,16.9135,"27.88083, 16.9135",Libya / ليبيا
Dar al Gani 902,6449,Valid,L3,462.0,Found,01/01/1999 12:00:00 AM,27.9265,16.90417,"27.9265, 16.90417",Libya / ليبيا
Dar al Gani 903,6450,Valid,H3-6,114.0,Found,01/01/2000 12:00:00 AM,27.12267,16.50617,"27.12267, 16.50617",Libya / ليبيا
Dar al Gani 904,6451,Valid,H6,144.0,Found,01/01/2000 12:00:00 AM,27.13683,16.1455,"27.13683, 16.1455",Libya / ليبيا
Dar al Gani 905,6452,Valid,H6,141.0,Found,01/01/2000 12:00:00 AM,27.10833,16.058329999999998,"27.10833, 16.05833",Libya / ليبيا
Dar al Gani 906,6453,Valid,L6,112.0,Found,01/01/2000 12:00:00 AM,27.09283,16.12717,"27.09283, 16.12717",Libya / ليبيا
Dar al Gani 907,6454,Valid,H6,142.0,Found,01/01/2000 12:00:00 AM,27.053829999999998,16.4475,"27.05383, 16.4475",Libya / ليبيا
Dar al Gani 908,6455,Valid,H6,204.0,Found,01/01/2000 12:00:00 AM,27.065170000000002,16.13983,"27.06517, 16.13983",Libya / ليبيا
Dar al Gani 915,6456,Valid,Howardite,740.0,Found,01/01/2000 12:00:00 AM,27.35,16.183329999999998,"27.35, 16.18333",Libya / ليبيا
Dar al Gani 918,6459,Valid,H3-5,200.0,Found,01/01/2000 12:00:00 AM,27.2,16.08333,"27.2, 16.08333",Libya / ليبيا
Dar al Gani 919,6460,Valid,H5,106.0,Found,01/01/2000 12:00:00 AM,27.21667,16.133329999999997,"27.21667, 16.13333",Libya / ليبيا
Dar al Gani 920,6461,Valid,H4,106.0,Found,01/01/2000 12:00:00 AM,27.21667,16.15,"27.21667, 16.15",Libya / ليبيا
Dar al Gani 921,6462,Valid,H5,123.0,Found,01/01/2000 12:00:00 AM,27.133329999999997,16.2,"27.13333, 16.2",Libya / ليبيا
Dar al Gani 922,6463,Valid,L6,253.0,Found,01/01/2000 12:00:00 AM,26.95,16.383329999999997,"26.95, 16.38333",Libya / ليبيا
Dar al Gani 923,6464,Valid,Ureilite,255.0,Found,01/01/2000 12:00:00 AM,27.0,16.35,"27.0, 16.35",Libya / ليبيا
Dar al Gani 924,6465,Valid,L6,54.0,Found,01/01/2000 12:00:00 AM,27.03333,16.35,"27.03333, 16.35",Libya / ليبيا
Dar al Gani 926,6467,Valid,H6,243.0,Found,01/01/2000 12:00:00 AM,27.183329999999998,16.26667,"27.18333, 16.26667",Libya / ليبيا
Dar al Gani 927,6468,Valid,H6,367.0,Found,01/01/2000 12:00:00 AM,26.98333,16.58333,"26.98333, 16.58333",Libya / ليبيا
Dar al Gani 928,6469,Valid,H3/4,96.0,Found,01/01/2000 12:00:00 AM,26.9,16.6,"26.9, 16.6",Libya / ليبيا
Dar al Gani 930,6471,Valid,H5,560.0,Found,01/01/2000 12:00:00 AM,27.03333,16.433329999999998,"27.03333, 16.43333",Libya / ليبيا
Dar al Gani 931,6472,Valid,L6,140.0,Found,01/01/2000 12:00:00 AM,27.116670000000003,16.46667,"27.11667, 16.46667",Libya / ليبيا
Dar al Gani 932,6473,Valid,Howardite,23.0,Found,01/01/2000 12:00:00 AM,27.4,16.23333,"27.4, 16.23333",Libya / ليبيا
Dar al Gani 933,6474,Valid,H4,170.0,Found,01/01/2000 12:00:00 AM,27.08333,16.066670000000002,"27.08333, 16.06667",Libya / ليبيا
