name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,Country
Lewis Cliff 86469,13399,Valid,H5,11.3,Found,01/01/1986 12:00:00 AM,-84.27424,161.67689,"-84.27424, 161.67689",
Lewis Cliff 86470,13400,Valid,H5,58.5,Found,01/01/1986 12:00:00 AM,-84.27414,161.67823,"-84.27414, 161.67823",
Lewis Cliff 86471,13401,Valid,H6,82.9,Found,01/01/1986 12:00:00 AM,-84.27413,161.67828,"-84.27413, 161.67828",
Lewis Cliff 86472,13402,Valid,H5,29.7,Found,01/01/1986 12:00:00 AM,-84.27398000000001,161.68365,"-84.27398, 161.68365",
Lewis Cliff 86473,13403,Valid,H5,20.8,Found,01/01/1986 12:00:00 AM,-84.26487,161.40626,"-84.26487, 161.40626",
Lewis Cliff 86474,13404,Valid,H6,6.8,Found,01/01/1986 12:00:00 AM,-84.274,161.6823,"-84.274, 161.6823",
Lewis Cliff 86475,13405,Valid,H5,14.5,Found,01/01/1986 12:00:00 AM,-84.27422,161.67685,"-84.27422, 161.67685",
Lewis Cliff 86476,13406,Valid,H5,0.6,Found,01/01/1986 12:00:00 AM,-84.27412,161.67838,"-84.27412, 161.67838",
Lewis Cliff 86477,13407,Valid,H5,11.9,Found,01/01/1986 12:00:00 AM,-84.2739,161.68536,"-84.2739, 161.68536",
Lewis Cliff 86478,13408,Valid,L6,1.9,Found,01/01/1986 12:00:00 AM,-84.27304000000001,161.41483,"-84.27304, 161.41483",
Lewis Cliff 86479,13409,Valid,H5,141.2,Found,01/01/1986 12:00:00 AM,-84.27408,161.68151,"-84.27408, 161.68151",
Lewis Cliff 86480,13410,Valid,H5,12.4,Found,01/01/1986 12:00:00 AM,-84.27396,161.6825,"-84.27396, 161.6825",
Lewis Cliff 86481,13411,Valid,H6,10.6,Found,01/01/1986 12:00:00 AM,-84.27403000000001,161.6788,"-84.27403, 161.6788",
Lewis Cliff 86482,13412,Valid,H5,7.4,Found,01/01/1986 12:00:00 AM,-84.27412,161.67723999999998,"-84.27412, 161.67724",
Lewis Cliff 86483,13413,Valid,LL6,10.0,Found,01/01/1986 12:00:00 AM,-84.27311,161.36876,"-84.27311, 161.36876",
Lewis Cliff 86484,13414,Valid,H5,24.1,Found,01/01/1986 12:00:00 AM,-84.27386,161.68599,"-84.27386, 161.68599",
Lewis Cliff 86485,13415,Valid,H5,51.9,Found,01/01/1986 12:00:00 AM,-84.27426,161.67643999999999,"-84.27426, 161.67644",
Lewis Cliff 86486,13416,Valid,H5,9.7,Found,01/01/1986 12:00:00 AM,-84.27403000000001,161.67978,"-84.27403, 161.67978",
Lewis Cliff 86487,13417,Valid,H5,15.1,Found,01/01/1986 12:00:00 AM,-84.2741,161.6779,"-84.2741, 161.6779",
Lewis Cliff 86488,13418,Valid,H5,9.3,Found,01/01/1986 12:00:00 AM,-84.24547,161.39332,"-84.24547, 161.39332",
Lewis Cliff 86489,13419,Valid,H5,29.8,Found,01/01/1986 12:00:00 AM,-84.27628,161.65134,"-84.27628, 161.65134",
Lewis Cliff 86490,13420,Valid,L6,2209.1,Found,01/01/1986 12:00:00 AM,-84.25413,161.35013,"-84.25413, 161.35013",
Lewis Cliff 86491,13421,Valid,H5,15.0,Found,01/01/1986 12:00:00 AM,-84.26703,161.41027,"-84.26703, 161.41027",
Lewis Cliff 86492,13422,Valid,H5,24.8,Found,01/01/1986 12:00:00 AM,-84.27642,161.65011,"-84.27642, 161.65011",
Lewis Cliff 86493,13423,Valid,H6,4.6,Found,01/01/1986 12:00:00 AM,-84.26731,161.42471,"-84.26731, 161.42471",
Lewis Cliff 86494,13424,Valid,H6,13.7,Found,01/01/1986 12:00:00 AM,-84.26626,161.39601000000002,"-84.26626, 161.39601",
Lewis Cliff 86495,13425,Valid,L3.5,2.5,Found,01/01/1986 12:00:00 AM,-84.26733,161.42405,"-84.26733, 161.42405",
Lewis Cliff 86496,13426,Valid,H5,4.9,Found,01/01/1986 12:00:00 AM,-84.24519000000001,161.39823,"-84.24519, 161.39823",
Lewis Cliff 86497,13427,Valid,H5,6.2,Found,01/01/1986 12:00:00 AM,-84.27674,161.64401999999998,"-84.27674, 161.64402",
Lewis Cliff 86498,13428,Valid,"Iron, ungrouped",134.2,Found,01/01/1986 12:00:00 AM,-84.29822,161.29944,"-84.29822, 161.29944",
Lewis Cliff 86499,13429,Valid,H5,24.7,Found,01/01/1986 12:00:00 AM,-84.27594,161.65786,"-84.27594, 161.65786",
Lewis Cliff 86500,13430,Valid,H5,45.2,Found,01/01/1986 12:00:00 AM,-84.27593,161.65788999999998,"-84.27593, 161.65789",
Lewis Cliff 86501,13431,Valid,H5,84.6,Found,01/01/1986 12:00:00 AM,-84.276,161.65706,"-84.276, 161.65706",
Lewis Cliff 86502,13432,Valid,L5,25.3,Found,01/01/1986 12:00:00 AM,-84.26657,161.39826000000002,"-84.26657, 161.39826",
Lewis Cliff 86503,13433,Valid,H5,22.5,Found,01/01/1986 12:00:00 AM,-84.26583000000001,161.40174,"-84.26583, 161.40174",
Lewis Cliff 86504,13434,Valid,H6,7.6,Found,01/01/1986 12:00:00 AM,-84.24642,161.38596,"-84.24642, 161.38596",
Lewis Cliff 86505,13435,Valid,L3.4,43.9,Found,01/01/1986 12:00:00 AM,-84.29543000000001,161.3217,"-84.29543, 161.3217",
Lewis Cliff 86506,13436,Valid,H5,30.0,Found,01/01/1986 12:00:00 AM,-84.29179,161.29519,"-84.29179, 161.29519",
Lewis Cliff 86507,13437,Valid,H5,10.4,Found,01/01/1986 12:00:00 AM,-84.27625,161.65214,"-84.27625, 161.65214",
Lewis Cliff 86508,13438,Valid,H5,9.6,Found,01/01/1986 12:00:00 AM,-84.27625,161.65207,"-84.27625, 161.65207",
Lewis Cliff 86509,13439,Valid,H5,32.9,Found,01/01/1986 12:00:00 AM,-84.27579,161.65905,"-84.27579, 161.65905",
Lewis Cliff 86510,13440,Valid,H5,24.1,Found,01/01/1986 12:00:00 AM,-84.2737,161.69159,"-84.2737, 161.69159",
Lewis Cliff 86513,13441,Valid,H5,6.1,Found,01/01/1986 12:00:00 AM,-84.26714,161.39023,"-84.26714, 161.39023",
Lewis Cliff 86514,13442,Valid,H5,65.1,Found,01/01/1986 12:00:00 AM,-84.27515,161.35505,"-84.27515, 161.35505",
Lewis Cliff 86515,13443,Valid,H5,33.9,Found,01/01/1986 12:00:00 AM,-84.23498000000001,161.55462,"-84.23498, 161.55462",
Lewis Cliff 86516,13444,Valid,H5,4.3,Found,01/01/1986 12:00:00 AM,-84.24323000000001,161.41322,"-84.24323, 161.41322",
Lewis Cliff 86517,13445,Valid,H5,32.4,Found,01/01/1986 12:00:00 AM,-84.27455,161.40126,"-84.27455, 161.40126",
Lewis Cliff 86518,13446,Valid,H5,267.3,Found,01/01/1986 12:00:00 AM,-84.23535,161.43986,"-84.23535, 161.43986",
Lewis Cliff 86519,13447,Valid,H5,8.0,Found,01/01/1986 12:00:00 AM,-84.2476,161.44308,"-84.2476, 161.44308",
Lewis Cliff 86520,13448,Valid,H5,6.4,Found,01/01/1986 12:00:00 AM,-84.25044,161.42372,"-84.25044, 161.42372",
Lewis Cliff 86521,13449,Valid,H5,0.3,Found,01/01/1986 12:00:00 AM,-84.25044,161.42376000000002,"-84.25044, 161.42376",
Lewis Cliff 86522,13450,Valid,H6,42.7,Found,01/01/1986 12:00:00 AM,-84.27116,161.35147,"-84.27116, 161.35147",
Lewis Cliff 86523,13451,Valid,H5,7.2,Found,01/01/1986 12:00:00 AM,-84.25447,161.40868,"-84.25447, 161.40868",
Lewis Cliff 86524,13452,Valid,L5,23.4,Found,01/01/1986 12:00:00 AM,-84.26857,161.34523000000002,"-84.26857, 161.34523",
Lewis Cliff 86525,13453,Valid,H5,46.3,Found,01/01/1986 12:00:00 AM,-84.27189,161.35412,"-84.27189, 161.35412",
Lewis Cliff 86526,13454,Valid,H3.8,14.1,Found,01/01/1986 12:00:00 AM,-84.23923,161.44448,"-84.23923, 161.44448",
Lewis Cliff 86527,13455,Valid,H5,21.6,Found,01/01/1986 12:00:00 AM,-84.27542,161.34441,"-84.27542, 161.34441",
Lewis Cliff 86528,13456,Valid,L6,49.7,Found,01/01/1986 12:00:00 AM,-84.24344,161.43724,"-84.24344, 161.43724",
Lewis Cliff 86529,13457,Valid,H5,1.4,Found,01/01/1986 12:00:00 AM,-84.23195,161.48471999999998,"-84.23195, 161.48472",
Lewis Cliff 86530,13458,Valid,H5,1.9,Found,01/01/1986 12:00:00 AM,-84.23196999999999,161.45583,"-84.23197, 161.45583",
Lewis Cliff 86531,13459,Valid,L6,21.1,Found,01/01/1986 12:00:00 AM,-84.2701,161.35766999999998,"-84.2701, 161.35767",
Lewis Cliff 86532,13460,Valid,H5,3.6,Found,01/01/1986 12:00:00 AM,-84.23213,161.47836999999998,"-84.23213, 161.47837",
Lewis Cliff 86533,13461,Valid,H5,15.7,Found,01/01/1986 12:00:00 AM,-84.26756,161.3631,"-84.26756, 161.3631",
Lewis Cliff 86534,13462,Valid,H5,89.3,Found,01/01/1986 12:00:00 AM,-84.24792,161.53479,"-84.24792, 161.53479",
Lewis Cliff 86535,13463,Valid,H6,13.5,Found,01/01/1986 12:00:00 AM,-84.24278000000001,161.41831000000002,"-84.24278, 161.41831",
Lewis Cliff 86536,13464,Valid,H5,7.7,Found,01/01/1986 12:00:00 AM,-84.24443000000001,161.41021999999998,"-84.24443, 161.41022",
Lewis Cliff 86537,13465,Valid,H6,17.2,Found,01/01/1986 12:00:00 AM,-84.23546,161.53558999999998,"-84.23546, 161.53559",
Lewis Cliff 86538,13466,Valid,H5,21.5,Found,01/01/1986 12:00:00 AM,-84.24331,161.41815,"-84.24331, 161.41815",
Lewis Cliff 86539,13467,Valid,H6,13.2,Found,01/01/1986 12:00:00 AM,-84.24446999999999,161.40878999999998,"-84.24447, 161.40879",
Lewis Cliff 86540,13468,Valid,"Iron, IAB-sLH",21.1,Found,01/01/1986 12:00:00 AM,-84.27121,161.35133000000002,"-84.27121, 161.35133",
Lewis Cliff 86541,13469,Valid,L6,12.6,Found,01/01/1986 12:00:00 AM,-84.23546,161.44099,"-84.23546, 161.44099",
Lewis Cliff 86542,13470,Valid,L5,25.0,Found,01/01/1986 12:00:00 AM,-84.24333,161.43806,"-84.24333, 161.43806",
Lewis Cliff 86543,13471,Valid,H6,26.4,Found,01/01/1986 12:00:00 AM,-84.23433,161.54226,"-84.23433, 161.54226",
Lewis Cliff 86544,13472,Valid,H6,65.3,Found,01/01/1986 12:00:00 AM,-84.29389,161.32657,"-84.29389, 161.32657",
Lewis Cliff 86545,13473,Valid,H5,16.1,Found,01/01/1986 12:00:00 AM,-84.24938,161.42692,"-84.24938, 161.42692",
Lewis Cliff 86546,13474,Valid,L6,41.2,Found,01/01/1986 12:00:00 AM,-84.24942,161.42911,"-84.24942, 161.42911",
Lewis Cliff 86549,13475,Valid,L3.0-3.7,50.1,Found,01/01/1986 12:00:00 AM,-84.25435,161.40881000000002,"-84.25435, 161.40881",
Lewis Cliff 87001,13476,Valid,CM2,4.0,Found,01/01/1987 12:00:00 AM,-84.34355,161.36389,"-84.34355, 161.36389",
Lewis Cliff 87002,13477,Valid,Eucrite-Mg rich,6.9,Found,01/01/1987 12:00:00 AM,-84.36388000000001,161.27976999999998,"-84.36388, 161.27977",
Lewis Cliff 87003,13478,Valid,CM2,2.1,Found,01/01/1987 12:00:00 AM,-84.34375,161.37554,"-84.34375, 161.37554",
Lewis Cliff 87004,13479,Valid,Eucrite-pmict,208.4,Found,01/01/1987 12:00:00 AM,-84.36015,161.31654,"-84.36015, 161.31654",
Lewis Cliff 87005,13480,Valid,Howardite,17.7,Found,01/01/1987 12:00:00 AM,-84.34415,161.40939,"-84.34415, 161.40939",
Lewis Cliff 87007,13482,Valid,Aubrite,3.2,Found,01/01/1987 12:00:00 AM,-84.34449000000001,161.47054,"-84.34449, 161.47054",
Lewis Cliff 87008,13483,Valid,CM2,1.4,Found,01/01/1987 12:00:00 AM,-84.34255,161.35696000000002,"-84.34255, 161.35696",
Lewis Cliff 87009,13484,Valid,CK6,50.5,Found,01/01/1987 12:00:00 AM,-84.35688,161.29148,"-84.35688, 161.29148",
Lewis Cliff 87010,13485,Valid,Eucrite-unbr,2.6,Found,01/01/1987 12:00:00 AM,-84.34037,161.40075,"-84.34037, 161.40075",
Lewis Cliff 87011,13486,Valid,Aubrite,1.0,Found,01/01/1987 12:00:00 AM,-84.34415,161.46675,"-84.34415, 161.46675",
Lewis Cliff 87012,13487,Valid,LL5,1.1,Found,01/01/1987 12:00:00 AM,-84.34541,161.4778,"-84.34541, 161.4778",
Lewis Cliff 87013,13488,Valid,Aubrite,0.2,Found,01/01/1987 12:00:00 AM,-84.34415,161.46674,"-84.34415, 161.46674",
Lewis Cliff 87014,13489,Valid,LL6,8.800000000000002,Found,01/01/1987 12:00:00 AM,-84.25364,161.35908,"-84.25364, 161.35908",
Lewis Cliff 87015,13490,Valid,Howardite,1.3,Found,01/01/1987 12:00:00 AM,-84.34489,161.47413,"-84.34489, 161.47413",
Lewis Cliff 87017,13492,Valid,Aubrite,1.3,Found,01/01/1987 12:00:00 AM,-84.34415,161.46676000000002,"-84.34415, 161.46676",
Lewis Cliff 87018,13493,Valid,Aubrite,1.2,Found,01/01/1987 12:00:00 AM,-84.34665,161.48015,"-84.34665, 161.48015",
Lewis Cliff 87019,13494,Valid,Aubrite,0.5,Found,01/01/1987 12:00:00 AM,-84.34738,161.48221,"-84.34738, 161.48221",
Lewis Cliff 87020,13495,Valid,Aubrite,1.9,Found,01/01/1987 12:00:00 AM,-84.34492,161.47161,"-84.34492, 161.47161",
Lewis Cliff 87021,13496,Valid,Aubrite,0.5,Found,01/01/1987 12:00:00 AM,-84.34472,161.47056,"-84.34472, 161.47056",
Lewis Cliff 87022,13497,Valid,CM2,75.4,Found,01/01/1987 12:00:00 AM,-84.34387,161.29695,"-84.34387, 161.29695",
Lewis Cliff 87023,13498,Valid,H5,14.0,Found,01/01/1987 12:00:00 AM,-84.25403,161.40301000000002,"-84.25403, 161.40301",
Lewis Cliff 87025,13499,Valid,CM2,0.9,Found,01/01/1987 12:00:00 AM,-84.34658,161.32478,"-84.34658, 161.32478",
Lewis Cliff 87026,13500,Valid,Eucrite-pmict,22.7,Found,01/01/1987 12:00:00 AM,-84.25304,161.39896000000002,"-84.25304, 161.39896",
Lewis Cliff 87027,13501,Valid,CM2,0.8,Found,01/01/1987 12:00:00 AM,-84.34868,161.39783,"-84.34868, 161.39783",
Lewis Cliff 87028,13502,Valid,CM2,1.2,Found,01/01/1987 12:00:00 AM,-84.34391,161.3776,"-84.34391, 161.3776",
Lewis Cliff 87031,13505,Valid,H5,1315.1,Found,01/01/1987 12:00:00 AM,-84.34704,161.34955,"-84.34704, 161.34955",
Lewis Cliff 87032,13506,Valid,H6,1581.8,Found,01/01/1987 12:00:00 AM,-84.3403,161.40292,"-84.3403, 161.40292",
Lewis Cliff 87035,13509,Valid,L6,413.3,Found,01/01/1987 12:00:00 AM,-84.37804,161.12475,"-84.37804, 161.12475",
Lewis Cliff 87036,13510,Valid,L6,224.5,Found,01/01/1987 12:00:00 AM,-84.34819,161.36359,"-84.34819, 161.36359",
Lewis Cliff 87038,13512,Valid,L6,428.2,Found,01/01/1987 12:00:00 AM,-84.35558,161.30681,"-84.35558, 161.30681",
Lewis Cliff 87039,13513,Valid,H6,309.4,Found,01/01/1987 12:00:00 AM,-84.35363000000001,161.35933,"-84.35363, 161.35933",
Lewis Cliff 87040,13514,Valid,L6,418.2,Found,01/01/1987 12:00:00 AM,-84.34866,161.39598999999998,"-84.34866, 161.39599",
Lewis Cliff 87041,13515,Valid,H5,181.6,Found,01/01/1987 12:00:00 AM,-84.27265,161.71794,"-84.27265, 161.71794",
Lewis Cliff 87042,13516,Valid,L6,212.1,Found,01/01/1987 12:00:00 AM,-84.36776,161.25817,"-84.36776, 161.25817",
Lewis Cliff 87044,13518,Valid,H6,534.8,Found,01/01/1987 12:00:00 AM,-84.34629,161.28953,"-84.34629, 161.28953",
Lewis Cliff 87045,13519,Valid,L6,245.1,Found,01/01/1987 12:00:00 AM,-84.36734,161.25271,"-84.36734, 161.25271",
Lewis Cliff 87046,13520,Valid,L6,440.2,Found,01/01/1987 12:00:00 AM,-84.36628,161.20141999999998,"-84.36628, 161.20142",
Lewis Cliff 87047,13521,Valid,H6,455.7,Found,01/01/1987 12:00:00 AM,-84.35316999999999,161.42588,"-84.35317, 161.42588",
Lewis Cliff 87048,13522,Valid,H6,277.6,Found,01/01/1987 12:00:00 AM,-84.35073,161.32162,"-84.35073, 161.32162",
Lewis Cliff 87049,13523,Valid,L4,309.7,Found,01/01/1987 12:00:00 AM,-84.35338,161.35777,"-84.35338, 161.35777",
Lewis Cliff 87050,13524,Valid,H6,129.7,Found,01/01/1987 12:00:00 AM,-84.34682,161.32187,"-84.34682, 161.32187",
Lewis Cliff 87051,13525,Valid,Angrite,0.6,Found,01/01/1987 12:00:00 AM,-84.348,161.4824,"-84.348, 161.4824",
Lewis Cliff 87052,13526,Valid,H6,2.8,Found,01/01/1987 12:00:00 AM,-84.25388000000001,161.4806,"-84.25388, 161.4806",
Lewis Cliff 87053,13527,Valid,Howardite,0.4,Found,01/01/1987 12:00:00 AM,-84.34673000000001,161.47977,"-84.34673, 161.47977",
Lewis Cliff 87054,13528,Valid,H5,5.8,Found,01/01/1987 12:00:00 AM,-84.25426999999999,161.47107,"-84.25427, 161.47107",
Lewis Cliff 87055,13529,Valid,H6,150.0,Found,01/01/1987 12:00:00 AM,-84.38051999999999,162.03964,"-84.38052, 162.03964",
Lewis Cliff 87056,13530,Valid,Aubrite,0.1,Found,01/01/1987 12:00:00 AM,-84.34532,161.47808999999998,"-84.34532, 161.47809",
Lewis Cliff 87057,13531,Valid,E3-an,0.4,Found,01/01/1987 12:00:00 AM,-84.34665,161.32562,"-84.34665, 161.32562",
Lewis Cliff 87058,13532,Valid,L6,7.3,Found,01/01/1987 12:00:00 AM,-84.25395,161.35338000000002,"-84.25395, 161.35338",
Lewis Cliff 87059,13533,Valid,H5,13.2,Found,01/01/1987 12:00:00 AM,-84.34626999999999,161.46862,"-84.34627, 161.46862",
Lewis Cliff 87060,13534,Valid,H6,0.8,Found,01/01/1987 12:00:00 AM,-84.34781,161.48251000000002,"-84.34781, 161.48251",
Lewis Cliff 87061,13535,Valid,L6,14.0,Found,01/01/1987 12:00:00 AM,-84.26002,161.36496,"-84.26002, 161.36496",
Lewis Cliff 87062,13536,Valid,L6,24.0,Found,01/01/1987 12:00:00 AM,-84.25424,161.36028000000002,"-84.25424, 161.36028",
Lewis Cliff 87063,13537,Valid,H6,25.0,Found,01/01/1987 12:00:00 AM,-84.25397,161.37394,"-84.25397, 161.37394",
Lewis Cliff 87064,13538,Valid,H3.5,6.7,Found,01/01/1987 12:00:00 AM,-84.2536,161.38995,"-84.2536, 161.38995",
Lewis Cliff 87065,13539,Valid,L5,6.1,Found,01/01/1987 12:00:00 AM,-84.2533,161.38804,"-84.2533, 161.38804",
Lewis Cliff 87066,13540,Valid,L6,7.2,Found,01/01/1987 12:00:00 AM,-84.25429,161.3866,"-84.25429, 161.3866",
Lewis Cliff 87068,13541,Valid,H6,30.1,Found,01/01/1987 12:00:00 AM,-84.25485,161.38506,"-84.25485, 161.38506",
Lewis Cliff 87069,13542,Valid,L6,10.3,Found,01/01/1987 12:00:00 AM,-84.25415,161.38611,"-84.25415, 161.38611",
Lewis Cliff 87070,13543,Valid,L5,2.6,Found,01/01/1987 12:00:00 AM,-84.25501,161.43313999999998,"-84.25501, 161.43314",
Lewis Cliff 87071,13544,Valid,LL6,5.3,Found,01/01/1987 12:00:00 AM,-84.25388000000001,161.38958,"-84.25388, 161.38958",
Lewis Cliff 87072,13545,Valid,L6,11.1,Found,01/01/1987 12:00:00 AM,-84.25418,161.38986,"-84.25418, 161.38986",
Lewis Cliff 87073,13546,Valid,H5,13.3,Found,01/01/1987 12:00:00 AM,-84.25388000000001,161.37425,"-84.25388, 161.37425",
Lewis Cliff 87074,13547,Valid,H5,12.8,Found,01/01/1987 12:00:00 AM,-84.2544,161.39123999999998,"-84.2544, 161.39124",
Lewis Cliff 87075,13548,Valid,H5,13.7,Found,01/01/1987 12:00:00 AM,-84.25296999999999,161.38359,"-84.25297, 161.38359",
Lewis Cliff 87076,13549,Valid,H6,51.7,Found,01/01/1987 12:00:00 AM,-84.25315,161.37159,"-84.25315, 161.37159",
Lewis Cliff 87077,13550,Valid,H5,8.4,Found,01/01/1987 12:00:00 AM,-84.25435,161.38585,"-84.25435, 161.38585",
Lewis Cliff 87078,13551,Valid,H6,6.2,Found,01/01/1987 12:00:00 AM,-84.25296999999999,161.38362,"-84.25297, 161.38362",
Lewis Cliff 87079,13552,Valid,H5,5.2,Found,01/01/1987 12:00:00 AM,-84.2532,161.38091,"-84.2532, 161.38091",
Lewis Cliff 87080,13553,Valid,H5,10.6,Found,01/01/1987 12:00:00 AM,-84.25404,161.38367,"-84.25404, 161.38367",
Lewis Cliff 87081,13554,Valid,H5,24.3,Found,01/01/1987 12:00:00 AM,-84.2533,161.39064,"-84.2533, 161.39064",
Lewis Cliff 87082,13555,Valid,H5,14.3,Found,01/01/1987 12:00:00 AM,-84.25331,161.38968,"-84.25331, 161.38968",
Lewis Cliff 87083,13556,Valid,L6,82.9,Found,01/01/1987 12:00:00 AM,-84.25393000000001,161.38384,"-84.25393, 161.38384",
Lewis Cliff 87084,13557,Valid,H5,8.5,Found,01/01/1987 12:00:00 AM,-84.25361,161.37072,"-84.25361, 161.37072",
Lewis Cliff 87085,13558,Valid,H5,9.3,Found,01/01/1987 12:00:00 AM,-84.25442,161.36757,"-84.25442, 161.36757",
Lewis Cliff 87086,13559,Valid,H5,8.0,Found,01/01/1987 12:00:00 AM,-84.25428000000001,161.38454,"-84.25428, 161.38454",
Lewis Cliff 87087,13560,Valid,H5,23.0,Found,01/01/1987 12:00:00 AM,-84.25319,161.39534,"-84.25319, 161.39534",
Lewis Cliff 87088,13561,Valid,H4,12.7,Found,01/01/1987 12:00:00 AM,-84.25384,161.40018999999998,"-84.25384, 161.40019",
Lewis Cliff 87089,13562,Valid,H5,6.8,Found,01/01/1987 12:00:00 AM,-84.25477,161.41271,"-84.25477, 161.41271",
Lewis Cliff 87090,13563,Valid,L6,12.5,Found,01/01/1987 12:00:00 AM,-84.3405,161.39529,"-84.3405, 161.39529",
Lewis Cliff 87091,13564,Valid,H6,4.0,Found,01/01/1987 12:00:00 AM,-84.34436,161.46749,"-84.34436, 161.46749",
Lewis Cliff 87092,13565,Valid,H6,15.3,Found,01/01/1987 12:00:00 AM,-84.34425999999999,161.41092,"-84.34426, 161.41092",
Lewis Cliff 87093,13566,Valid,L3.8,7.0,Found,01/01/1987 12:00:00 AM,-84.2533,161.41061000000002,"-84.2533, 161.41061",
Lewis Cliff 87094,13567,Valid,L6,2.6,Found,01/01/1987 12:00:00 AM,-84.34026,161.40309,"-84.34026, 161.40309",
Lewis Cliff 87095,13568,Valid,H5,75.3,Found,01/01/1987 12:00:00 AM,-84.35064,161.38613999999998,"-84.35064, 161.38614",
Lewis Cliff 87096,13569,Valid,H6,2.6,Found,01/01/1987 12:00:00 AM,-84.34494000000001,161.41295,"-84.34494, 161.41295",
Lewis Cliff 87097,13570,Valid,H5,4.3,Found,01/01/1987 12:00:00 AM,-84.34436,161.46748,"-84.34436, 161.46748",
Lewis Cliff 87098,13571,Valid,H5,11.6,Found,01/01/1987 12:00:00 AM,-84.25429,161.39843,"-84.25429, 161.39843",
Lewis Cliff 87099,13572,Valid,H5,2.4,Found,01/01/1987 12:00:00 AM,-84.25309,161.40077,"-84.25309, 161.40077",
Lewis Cliff 87100,13573,Valid,H6,0.6,Found,01/01/1987 12:00:00 AM,-84.34527,161.30434,"-84.34527, 161.30434",
Lewis Cliff 87102,13574,Valid,H6,15.8,Found,01/01/1987 12:00:00 AM,-84.25369,161.40946,"-84.25369, 161.40946",
Lewis Cliff 87104,13575,Valid,H6,9.6,Found,01/01/1987 12:00:00 AM,-84.34184,161.40538999999998,"-84.34184, 161.40539",
Lewis Cliff 87105,13576,Valid,H6,15.9,Found,01/01/1987 12:00:00 AM,-84.25403,161.39633,"-84.25403, 161.39633",
Lewis Cliff 87106,13577,Valid,H6,81.59999999999998,Found,01/01/1987 12:00:00 AM,-84.34434,161.37806,"-84.34434, 161.37806",
Lewis Cliff 87107,13578,Valid,L6,20.4,Found,01/01/1987 12:00:00 AM,-84.25423,161.39817,"-84.25423, 161.39817",
Lewis Cliff 87108,13579,Valid,H5,7.3,Found,01/01/1987 12:00:00 AM,-84.25312,161.39355,"-84.25312, 161.39355",
Lewis Cliff 87109,13580,Valid,"Iron, ungrouped",0.9,Found,01/01/1987 12:00:00 AM,-84.25416,161.40847,"-84.25416, 161.40847",
Lewis Cliff 87110,13581,Valid,H5,12.3,Found,01/01/1987 12:00:00 AM,-84.25328,161.40596000000002,"-84.25328, 161.40596",
Lewis Cliff 87112,13582,Valid,L5,8.0,Found,01/01/1987 12:00:00 AM,-84.25469,161.4102,"-84.25469, 161.4102",
Lewis Cliff 87113,13583,Valid,L6,97.8,Found,01/01/1987 12:00:00 AM,-84.36326,161.26606999999998,"-84.36326, 161.26607",
Lewis Cliff 87114,13584,Valid,L6,3.1,Found,01/01/1987 12:00:00 AM,-84.36538,161.36975,"-84.36538, 161.36975",
Lewis Cliff 87115,13585,Valid,H6,30.4,Found,01/01/1987 12:00:00 AM,-84.25321,161.39571999999998,"-84.25321, 161.39572",
Lewis Cliff 87116,13586,Valid,H5,6.6,Found,01/01/1987 12:00:00 AM,-84.25419000000001,161.40837,"-84.25419, 161.40837",
Lewis Cliff 87117,13587,Valid,H6,6.7,Found,01/01/1987 12:00:00 AM,-84.25376999999999,161.40001999999998,"-84.25377, 161.40002",
Lewis Cliff 87118,13588,Valid,L6,27.2,Found,01/01/1987 12:00:00 AM,-84.36589000000001,161.18416000000002,"-84.36589, 161.18416",
Lewis Cliff 87119,13589,Valid,EL6,12.0,Found,01/01/1987 12:00:00 AM,-84.25369,161.40591,"-84.25369, 161.40591",
Lewis Cliff 87120,13590,Valid,L6,6.3,Found,01/01/1987 12:00:00 AM,-84.25385,161.40095,"-84.25385, 161.40095",
Lewis Cliff 87121,13591,Valid,H5,3.8,Found,01/01/1987 12:00:00 AM,-84.2546,161.419,"-84.2546, 161.419",
Lewis Cliff 87122,13592,Valid,L6,2.1,Found,01/01/1987 12:00:00 AM,-84.25328,161.42077,"-84.25328, 161.42077",
Lewis Cliff 87123,13593,Valid,LL6,43.9,Found,01/01/1987 12:00:00 AM,-84.25356,161.40979,"-84.25356, 161.40979",
Lewis Cliff 87124,13594,Valid,H6,3.7,Found,01/01/1987 12:00:00 AM,-84.25397,161.4394,"-84.25397, 161.4394",
Lewis Cliff 87125,13595,Valid,H6,4.3,Found,01/01/1987 12:00:00 AM,-84.25489,161.46072,"-84.25489, 161.46072",
Lewis Cliff 87126,13596,Valid,L6,15.8,Found,01/01/1987 12:00:00 AM,-84.25363,161.46833,"-84.25363, 161.46833",
Lewis Cliff 87127,13597,Valid,H6,12.7,Found,01/01/1987 12:00:00 AM,-84.25344,161.43918,"-84.25344, 161.43918",
Lewis Cliff 87128,13598,Valid,H5,18.5,Found,01/01/1987 12:00:00 AM,-84.25366,161.41427,"-84.25366, 161.41427",
Lewis Cliff 87129,13599,Valid,L5,10.2,Found,01/01/1987 12:00:00 AM,-84.25476,161.45524,"-84.25476, 161.45524",
Lewis Cliff 87133,13600,Valid,L4,2.4,Found,01/01/1987 12:00:00 AM,-84.25423,161.44968,"-84.25423, 161.44968",
